电动汽车,车型
电动车辆,车型
燃油汽车,车型
新能源汽车,车型
纯电动轿车,车型
汽车制造商,企业
氢燃料电池汽车,车型
发动机,技术
催化转化器,技术
燃料电池,技术
高能电池,技术
镍氢电池,技术
汽车行驶,环节
燃料电池汽车,车型
锂离子动力电池,技术
散热器,技术
天然气汽车,车型
可燃混合气,技术
汽车工业,环节
国产化率,目标
风力汽车,车型
汽车制造厂商,企业
环保型汽车,车型
最大行程,技术
战略规划,目标
氢能,技术
项目管理,技术
上汽集团,企业
燃料电池车,车型
混合动力轿车,车型
城市公交客车,车型
混合动力车,车型
汽车文化,环节
城市客车,车型
汽车燃油经济性,目标
混合动力,技术
前轮驱动,技术
奇瑞汽车,企业
哈飞汽车,企业
圣达菲,企业
中华轿车,企业
经销商,消费者
长安福特,企业
福特福克斯,企业
北京吉普,企业
移动解决方案,技术
液化石油气汽车,车型
醇类汽车,车型
二甲醚汽车,车型
气动汽车,车型
燃油发动机,技术
概念车,车型
驱动电机,技术
燃料电池发动机,技术
示范运行,环节
燃料电池城市客车,车型
动力蓄电池,技术
东风电动车辆股份有限公司,企业
电动汽车技术,技术
奇瑞汽车公司,企业
燃料电池动力系统,技术
汽车公司,企业
乘用车,车型
压缩天然气发动机,技术
液化石油气发动机,技术
NOx,技术
电动货车,车型
氢氧化镍,技术
锂离子电池,技术
代用燃料汽车,车型
电池系统,技术
光伏屋顶,技术
整车开发,技术
光伏产业,环节
铅酸电池,技术
二甲醚燃料,技术
太阳能,技术
聚光太阳能电池,技术
新能源和可再生能源,技术
水电解制氢装置,技术
电源系统,技术
动力技术,技术
汽车动力系统,技术
汽车能源,技术
氢燃料电池,技术
汽车保有量,目标
纯电动车,车型
动力电池,技术
汽车节油,技术
研发应用,环节
上海汽车工业,环节
新能源汽车技术,技术
代用燃料,技术
石油消费总量,目标
同济大学,科研院所
加氢站,环节
燃油消耗,目标
汽油机车,车型
柴油车,车型
市场动向,工具
福特汽车公司,企业
生产准入,工具
《新能源汽车生产准入管理规则》,工具
管理规则,工具
中国汽车产业,环节
新能源汽车产业,环节
尾气排放税,工具
比亚迪,企业
米其林集团,企业
可持续移动性,目标
替代能源,技术
汽车企业,企业
五洲龙,企业
新能源车,车型
国家发改委,政府
机动车号牌,工具
电液制动系统,技术
恒流源,技术
PID 闭环控制,技术
纯电动汽车,车型
准入管理,工具
准入条件,工具
二甲醚,技术
产业化,环节
混合动力大客车,车型
动力系统,技术
新篇章,目标
燃气汽车,车型
考核要求,工具
售后服务网络,环节
发展期产品,环节
生产一致性,目标
准入门槛,工具
纯电动,车型
混合动力城市客车,车型
战略联盟,目标
战略导向,目标
燃料电池技术,技术
电动车,车型
比亚迪汽车,企业
汽车制造企业,企业
汽车自主品牌,环节
战略发展方向,目标
清洁型,目标
电池堆,技术
冷却系统,技术
AMESim,技术
替代燃料汽车,车型
汽油车,车型
燃油效率,目标
第二代生物燃料,技术
上海汽车集团,企业
汽车厂商,企业
燃料乙醇,技术
可再生能源消费量,环节
玉米加工,技术
燃料电池轿车,车型
科技部,政府
中国汽车工业,环节
汽车业,环节
PID闭环控制,工具
生命周期分析,工具
能源效率,目标
电机系统,技术
变速器,技术
汽油机汽车,车型
续驶里程,目标
上海车展,工具
长安汽车,企业
小排量车,企业
微型车,企业
小排量汽车,企业
汽车产品,环节
锂离子蓄电池,技术
插电式混合动力车,企业
卫星群,工具
风帆股份,企业
中外合资企业,企业
大学生环境教育,工具
北美市场,工具
燃油税,工具
碰撞实验,工具
零部件,技术
油老虎,车型
整车厂,企业
污染物排放限值,目标
汽车零部件再制造试点管理办法,工具
示范运营,工具
上海国际车展,工具
石油储备法,工具
油电混合动力,车型
重大专项,工具
帕萨特,企业
氢动力,技术
电动机,技术
汽车出口,工具
本田汽车,企业
雪铁龙,企业
韩泰轮胎,企业
商用车市场,环节
上海世博局,工具
小企业金融,工具
混合动力客车,车型
氢燃料,技术
纯电动客车,车型
新能源客车,车型
发改委,政府
中化集团,企业
中国石油,企业
可行性分析,工具
车用乙醇,技术
示范工程,工具
社会可持续发展,目标
中国汽车工业协会,学协会
汽车强国,目标
中国汽车工程学会,学协会
企业技术改造,工具
情景分析,工具
产业分析,工具
比亚迪股份,企业
混合动力公交车,车型
准入资格,工具
消费者,消费者
混合动力城市公交车,车型
最大爬坡度,目标
加速时间,目标
镍氢动力电池,技术
整备质量,目标
充电站,环节
汽油机,技术
太阳能光伏产业,环节
中国可再生能源学会,学协会
光伏产品,环节
光伏市场,环节
光伏行业,环节
太阳电池板,技术
汽车营销,环节
汽车消费税,工具
燃料电池客车,车型
项目申请,工具
低能耗,目标
产业扶持政策,工具
原油价格,工具
产品标准,工具
汽车产业链,环节
混合动力汽车,车型
多能源动力总成控制器,技术
电动轮驱动,技术
项目研发,工具
汽车市场,环节
汽车零部件再制造,工具
汽车涂料,技术
关键零部件,技术
整车企业,企业
技术支撑体系,环节
中国汽车市场,环节
研发生产,环节
可再生资源,技术
环保节能,目标
海洋油气资源开发,环节
多联产技术,技术
绿色设计与制造,技术
煤炭液化技术,技术
中央财政补贴,工具
火炬计划,工具
污水处理设施,工具
首发车,工具
绿色动力,工具
工业生态系统,技术
税收补贴,工具
新能源汽车产业联盟,学协会
柴油发动机,技术
纯电动公交车,车型
电容器,技术
零部件企业,企业
研发计划,工具
汽车行业,环节
整车技术,技术
发动机电控系统,技术
驱动电机系统,技术
政府优先采购,工具
传统动力源,技术
混合动力源,技术
绿色车队,目标
国际汽车展,工具
氢能源汽车,车型
现代农业技术,技术
多波束测深系统,技术
战略研讨会,工具
北京汽车工程学会,学协会
半导体照明,技术
现代交通技术,技术
清洁柴油,技术
混合动力系统,技术
减排效果,目标
电池车,车型
混合动力电动汽车,车型
商用车,车型
燃料替代,技术
整车设计,技术
材料轻量化,目标
空置率,目标
准入规则,工具
河南省汽车工程学会,学协会
中介机构,其他机构
智能交通,目标
碳减排,目标
双模式,目标
东风商用车,车型
月租费,工具
反补贴调查,工具
服务供应商,企业
矿业权转让,工具
产权交易市场,环节
服务外包产业,工具
服务外包企业,工具
节能减排,目标
插电式混合动力汽车,车型
水下机器人,技术
风机制造,技术
工程研究中心,科研院所
太阳能光伏,技术
汽油加氢,技术
可再生能源,技术
乘用车市场,环节
汽车用品,环节
交叉型乘用车,车型
汽车销售,环节
重卡市场,环节
供应链金融服务,工具
供应链管理,工具
消费者价格指数,环节
减排技术,技术
产业集群,环节
客车,车型
电池快换,技术
双离合器,技术
电子控制单元,技术
汽车经销商,企业
合资公司,企业
中低速磁悬浮列车,技术
金太阳示范工程,工具
锂离子充电电池,技术
燃料电池系统,技术
锂电池,技术
汽车电池,技术
燃料电池双极板,技术
太阳能热电站,技术
未来移动通信,技术
世界自然保护联盟,学协会
中科院电工所,科研院所
以旧换新,工具
履约保证金,工具
公共交通领域,环节
公交客车,车型
光伏技术,技术
新能源发展,目标
研讨会,工具
电池回收,工具
环保产业,环节
国际货币基金组织,学协会
高管人员薪酬,工具
农机补贴,工具
零部件供应商,企业
改装车,车型
发动机管理系统,技术
大型钢铁企业,企业
中小板公司,企业
服务提供者,企业
国有大企业,企业
综合交通运输体系,目标
技术经济比较,工具
民营汽车企业,企业
无轨电车,车型
续航里程,目标
电动轿车,车型
太阳能汽车,车型
风能发电,技术
新能源产品,环节
动力电池组,技术
电动车电池,技术
离子电池,技术
汽车零部件企业,企业
客车企业,企业
国家大学科技园,科研院所
非上市股份公司,企业
多层次资本市场,环节
信贷支持,工具
房管局,政府
住房消费,工具
土地交易,工具
出口关税,工具
高管薪酬,工具
保障房建设,工具
养老保险关系转移接续,工具
政府采购项目,工具
显示芯片,技术
新增利税,工具
军民两用技术,技术
汽车后市场,环节
汽车产业调整振兴规划,工具
比亚迪公司,企业
保有量,目标
上网行为管理,工具
政府还贷,工具
磷酸铁锂电池,技术
服务外包示范城市,工具
高性能计算机,工具
核电工程,工具
创业投资基金,工具
汽车消费信贷,工具
汽车销售市场,环节
汽车零部件产业,环节
公共服务领域,工具
新能源企业,企业
中国电力企业联合会,学协会
动力煤市场,环节
电源结构,技术
扩大内需,工具
神龙汽车,企业
长城汽车,企业
燃油税改革,工具
市场营销,工具
汽车生产企业,企业
煤炭基地,工具
中国工程院,科研院所
附加费,工具
激励性规制,工具
战略成本管理,工具
价值链分析,工具
成本动因分析,工具
总线控制系统,技术
交流牵引电机,技术
电池管理系统,技术
整车控制系统,技术
测试及试验系统,技术
公共交通行业,环节
动力转换系统,技术
插电式,车型
汽车零部件工业,环节
监理咨询,工具
汽车电子技术,技术
高效节能产品,环节
电动汽车充电,环节
导电聚合物,技术
活性炭材料,技术
燃料电池堆,技术
高新技术产业化,环节
技术经济分析,工具
政策扶持,工具
系统解决方案,工具
生物燃料,技术
低碳及醇醚燃料,技术
聚合物锂离子电池,技术
电磁兼容,技术
市场准入,工具
新《保险法》,工具
低碳交通,目标
电动汽车充电站,工具
乙醇燃料,技术
永磁电机,技术
交流感应电机,技术
电机技术,技术
同步磁阻电机,技术
永磁同步电机,技术
开关磁阻电机,技术
单体电池,技术
电网投资,工具
电力供求,工具
功能涂料,技术
清洁替代燃料汽车,车型
氢发动机汽车,车型
动力电池系统,技术
技术平台,工具
产学研合作研发,工具
工业标准,工具
商业化运行,工具
商业化模式,工具
市场份额,目标
消费者效用,目标
预测模型,工具
技术预见,工具
电机驱动系统,技术
钒电池,技术
零部件标准,工具
燃料电池混合动力汽车,车型
新能源汽车企业,企业
分级管理,工具
铸造行业,环节
星级评定,工具
环保督察,工具
电控系统,技术
电池技术,技术
法国电力公司,企业
制动能量回收,工具
世博园区,政府
零排放,目标
电动概念车,车型
标准体系,工具
涡轮增压器,技术
锂电池隔膜,技术
安凯客车,企业
投资评级,工具
汽车产业振兴规划,工具
汽车消费市场,环节
汽车用户,消费者
汽车广告,环节
广汽集团,企业
长丰集团,企业
长丰汽车,企业
汽车金融服务,工具
税收优惠,工具
风力发电,技术
专利,工具
风险规避,工具
税收负担,工具
税收优惠政策,工具
服务站,工具
售后服务,环节
互联网公司,企业
拉动消费,工具
拉动经济增长,工具
中央研究院,科研院所
微型电动车,车型
新能源商用车,车型
天然气发动机,技术
客车底盘,技术
现代装备制造,技术
工业园区,政府
醇类燃料汽车,车型
氢燃料汽车,车型
大用户直购电,工具
场外交易市场,环节
康明斯发动机,技术
太阳能电池技术,技术
甲醇汽车,车型
全生命周期,目标
环境效益,目标
经济效益,目标
售后市场,环节
上海钻石交易所,其他机构
海外高层次人才,工具
创新创业基地,工具
高新区建设,工具
富通集团,企业
创新型科技园区,政府
特斯拉,企业
北汽集团,企业
金龙客车,企业
东风公司,企业
整车性能,目标
电池性能,目标
中国电池工业协会,学协会
中国有色金属工业协会,学协会
中国废钢铁应用协会,学协会
增值税退税,工具
单位工业增加值,目标
充电桩,工具
电动汽车充电设施,工具
电动车充电站,工具
油耗控制,工具
成品油定价机制,工具
存款准备金率,工具
物联网应用,工具
产销情况,目标
清洁生产技术,技术
战略性新兴产业,环节
科技企业孵化器,工具
创业孵化,工具
复合材料管道,技术
太阳能电池组件,技术
国内生产总值,目标
战略合作框架协议,工具
产业园,政府
中国机电产品,环节
美国钢铁工人联合会,学协会
经济发展方式转变,目标
产业结构升级,目标
新业态,目标
中型客车,车型
新能源电动汽车,车型
重型载货车,车型
风电装机容量,目标
产业投资基金,工具
信贷资产结构,工具
下一代通信网络,工具
电气设计规范,工具
有机太阳电池,技术
低速电动车,车型
太阳能产品,技术
太阳能光伏玻璃幕墙,技术
动力锂离子电池,技术
电池寿命,目标
充电式混合动力汽车,车型
昌河汽车,企业
电动车市场,环节
华晨汽车,企业
一汽轿车,企业
汽车销售公司,企业
全钢子午线轮胎,技术
建筑业协会,学协会
直接补贴,工具
出租车,车型
新能源公交车,车型
环卫车,车型
锂离子电池产业,环节
产业价值链,环节
中国人民银行,政府
双离合变速器,技术
高压共轨系统,技术
产业技术创新战略联盟,学协会
高压共轨燃油喷射系统,技术
制动摩擦片,技术
移动互联网,工具
电池续航时间,目标
制氢设备,技术
黄海客车,企业
恒通客车,企业
国际商用车,车型
整车控制器,技术
工程机械行业,环节
机床工具行业,环节
核心资本充足率,目标
中银国际证券,其他机构
新能源汽车电源,技术
纯电动乘用车,车型
插电式混合动力,车型
燃油消费税,工具
低碳城市,目标
低碳绿色,目标
低碳试点,工具
太阳能发电站,技术
科技型中小企业技术创新基金,工具
孵化器,工具
直流充电机,技术
纯电动公交客车,车型
电池租赁模式,工具
内燃发动机,技术
深交所,其他机构
氢燃料电池车,车型
高新技术产业化基地,工具
国家技术创新工程,工具
互联网大会,工具
物联网产业,环节
煤矿安全监测,工具
高端人才,工具
国家重大科学研究计划,工具
合肥高新技术产业开发区,政府
北部湾经济区,政府
首席专家,工具
汽车报废,环节
中国科学院电工研究所,科研院所
非现金结算,工具
市场占有率,目标
网络实名制,工具
积分制,工具
代理权之争,工具
人民币贷款,工具
数据修订,工具
工资指导线,工具
城乡低保,工具
分工格局,工具
全球化,工具
政策比较,工具
外汇储备,工具
“两化”融合,工具
专用校车,车型
汽博会,工具
区域新兴技术产业化系统,技术
丰田混合动力系统,技术
净进口量,目标
经济转型升级,目标
加强队伍建设,工具
多晶硅太阳电池,技术
正极材料,技术
固体电解质,技术
新疆资源税改革,工具
第三方物流企业,企业
去库存化,工具
潍柴动力股份,企业
国际车展,工具
新能源补贴,工具
充电设施,工具
国家电网公司,企业
天津滨海新区,政府
公共租赁住房,工具
股票流通盘,工具
科技资金,工具
担保贷款,工具
专精特新,目标
动力总成系统,技术
汽车设计师,工具
高峰论坛,工具
创新创业大赛,工具
技术交易市场,工具
风险投资,工具
网络联盟,工具
投融资体系,工具
生产者补贴,工具
产品质量管理体系,工具
充电设备,工具
电机功率,目标
二氧化碳排放量,目标
低碳生活,目标
零能耗住宅,目标
晶体硅太阳能电池,技术
公务用车,车型
哥本哈根气候峰会,工具
中国进出口银行,其他机构
碳排放量,目标
海外工程承包,工具
锂离子二次电池,技术
锰酸锂动力电池,技术
等速油耗,技术
低滚动阻力,技术
汽车生产商,企业
电子稳定性控制系统,技术
太阳能充电站,工具
重汽集团专用汽车公司,企业
纯电动城市客车,车型
高新技术企业证书,工具
电力变电站,工具
城市发展基金,工具
鄱阳湖生态经济区建设,政府
煤炭资源整合,工具
准入制,工具
可再生能源法,工具
碳纤维复合材料,技术
总装机容量,目标
风力发电机组,技术
混合动力公交客车,车型
海外并购,工具
汽油混合动力汽车,车型
柴油混合动力汽车,车型
汽车用蓄电池,技术
汽油发动机,技术
统计报表制度,工具
标委会,学协会
燃油附加费,工具
应急安全装置,技术
汽车液压动力转向器,技术
煤基清洁能源,技术
替代燃料,工具
南方电网公司,企业
电力负荷管理,工具
光伏并网发电,工具
镍氢电池材料,技术
创新型城市建设,目标
首都科技条件平台,工具
城市轨道交通,目标
矿产资源开发整合,工具
汉诺威工业博览会,工具
信息监控,工具
项目投资决策,工具
电子货运,工具
国际航协,学协会
锂离子动力蓄电池,技术
电动商用车,车型
未来空间,目标
居住证制度,工具
房地产税,工具
户籍制度改革,工具
房产税,工具
汽车行业协会,学协会
油电混合动力系统,技术
混合动力车辆,车型
科技成果转化,工具
零部件产业,环节
燃油经济性,目标
升功率,目标
技术创新服务平台,工具
竞争战略,工具
整体上市,工具
汽车零部件行业,环节
节能环保,目标
普及率,目标
汽车流通协会,学协会
新能源汽车补贴政策,工具
轻量化,目标
可持续发展,目标
混合动力HEV,车型
纯电动EV,车型
新能源公司,企业
甲醇发动机,技术
咨询委员会,政府
国家信息中心,政府
上海世博园区,政府
欧洲投资银行,其他机构
技术指标体系,工具
政府补贴,工具
产业园区,政府
充电服务收费,工具
政府指导价格,工具
插电式电动汽车,车型
政策补贴,工具
评价指标体系,工具
双模电动汽车,车型
消费者行为,消费者
汽车结构材料,技术
汽车上市公司,企业
多品牌战略,工具
市场保有量,目标
产学研一体化,工具
国务院发展研究中心,政府
动态市盈率,目标
市场竞争规则,工具
电动汽车充电系统,技术
绿色低碳,目标
钛酸锂电池,技术
产学研合作,工具
产业技术路线图,工具
世贸组织,学协会
知识产权局,政府
充电市场,环节
燃料电池电动汽车,车型
混联式混合动力汽车,车型
涡轮增压技术,技术
电动汽车产业联盟,学协会
电池租赁,工具
低碳消费,目标
中国机械工程学会,学协会
科普活动,工具
知识产权,工具
刺激消费,工具
免税政策,工具
中汽协,学协会
技术创新战略联盟,学协会
动力电池管理系统,技术
人均碳排放量,目标
监测网络,工具
汽车竞赛,工具
换电站,工具
研发投入,工具
产业结构调整指导目录,工具
能源大转换,工具
产能规划,工具
整车出口,工具
光伏电池,技术
标杆电价,工具
一次能源消费,工具
生物质能发电,技术
先进技术研究院,科研院所
汽车综合性能检测,工具
汽车检测设备,工具
汽车检测技术,工具
价格补贴,工具
美国汽车工程师学会,学协会
长株潭试验区,政府
上市融资,工具
纯电动大客车,车型
政府采购领域,工具
大众消费市场,环节
铁氧体磁性材料,技术
现金流风险值(CFaR),工具
环比增速,目标
信息服务体系,工具
电动客车,车型
混合动力卡车,车型
纯电动物流车,车型
低速纯电动汽车,车型
试验检测,工具
标准化体系,工具
小型二次电池,技术
财政税收政策,工具
补贴,工具
风险评价,工具
风险矩阵,工具
超级电容器,技术
动力电源,技术
电子控制系统,技术
千人计划,工具
研究院,科研院所
投资者,其他机构
环保投资,工具
生态系统管理,工具
联合国环境规划署,政府
稀土功能材料,技术
碰撞测试,工具
汽车三包,工具
销售额,目标
公共采购,工具
电子商务诚信体系,工具
电子商务协会,学协会
汽油混合动力,车型
多边交易,工具
碳市场,环节
企业技术研发,工具
混合动力技术,技术
投诉分析,工具
品牌展会,工具
技术转移中心,其他机构
联盟标准,工具
中国汽车技术研究中心,其他机构
中国国际展览中心,其他机构
知识审计,工具
锂电池材料,技术
智能充换电服务网络,工具
充换电站,工具
智能电网技术,技术
汽车轻量化,目标
安全性能,目标
汽车产业集群,目标
上海大众汽车,企业
太阳能光伏发电,技术
信息技术服务,工具
技术发展规划,工具
信息安全管理体系,工具
工业增加值,目标
风电项目,工具
绿色创新,目标
磁场传感器,技术
液态锂离子电池,技术
出口限制措施,工具
国际竞争力,目标
小型微型企业,企业
工业转型升级,目标
公共服务平台,工具
海峡两岸经济合作框架协议,工具
价格波动,工具
总量控制目标,目标
汽车销售服务,工具
商用车公司,企业
汽车服务企业,企业
投资回报,目标
汽车租赁,工具
可转债,工具
汽车限购,工具
汽车制造行业,环节
国际汽车市场,环节
汽车生产厂商,企业
太阳能发电技术,技术
强制认证,工具
民营资本,企业
中外合资,工具
智能家居,技术
云计算中心,其他机构
广东省自动化学会,学协会
中国自动化学会,学协会
广东省机械工程学会,学协会
储能电池,技术
中国能源战略,工具
复合增长率,目标
排放标准,工具
清洁能源技术,技术
低碳设计,工具
市场规范,工具
结盟合作,工具
专项整治,工具
卫生标准,工具
信息化标准,工具
环保认证,工具
电子商务网站,工具
媒体沟通会,工具
技术试验,工具
创新体系建设,工具
汽车传动系统,技术
电价补贴,工具
环保标准,工具
国际储备,工具
光合作用效率,目标
高等职业教育,工具
课程体系构建,工具
多能源动力总成,工具
上市公司,企业
社保基金,工具
油气开发专项,工具
汽车电子控制技术,技术
回收利用技术,技术
工程塑料,技术
纳米纤维膜,技术
隔膜材料,技术
中国机械工业科学技术奖,工具
控股公司,企业
中关村国家自主创新示范区,政府
电磁兼容标准,工具
汽车电磁兼容技术,技术
无线电监测,技术
产业化基地,工具
保护知识产权,工具
混合动力车技术,技术
出口贡献率,目标
出口值,目标
最大输出功率,目标
AEE,目标
循环使用寿命,目标
汽车制造商协会,学协会
工业节能减排,目标
中国核工业集团公司,企业
远程监控系统,工具
GPS数据格式,工具
数据采集,工具
数据传输,工具
嵌入式操作系统,技术
软件集成,工具
低碳节能环保,目标
基础和配套设施建设,工具
汽车保险,工具
准公共产品,工具
快换系统,工具
反应堆保护系统,工具
税收政策,工具
锂离子电池隔膜,技术
复合结构电机,技术
自动变速器,技术
集成控制技术,技术
轻量化技术,技术
燃料电池发电,技术
复合材料,技术
高分子材料,技术
分立器件,技术
并联技术,技术
公务车,车型
碳化硅晶片,技术
富士电机,技术
动力控制单元,技术
二极管,技术
动力控制系统,技术
产品替代,工具
市场推广,工具
共享汽车,车型
金融创新,工具
无线局域网,工具
创新型人才,工具
博览会,工具
电动汽车充换电站,工具
新能源汽车电池,技术
汽车蓄电池,技术
电动汽车驱动电机,技术
混合动力驱动系统,技术
电驱动系统,技术
牵引电机,技术
混合动力传动系统,技术
EV车发展瓶颈,目标
电动力汽车(EV),车型
混合动力汽车(HEV),车型
燃料电池汽车(FCV)节能减排技术,技术
传感器系统,技术
双层客车,车型
双层巴士,车型
安全保障技术,技术
销售策略,工具
汽车维修,工具
补贴归宿,工具
消费方,消费者
关键技术供应商,企业
安全监控,工具
补贴政策,工具
纯电动汽车动力系统,技术
先进节能技术,技术
基础设施建设,技术
接线桩,工具
燃料电池汽车(FCV),车型
能量管理,工具
功率转换器,技术
电力半导体器件,技术
超大电容器,技术
驱动电动机,技术
产业技术联盟,学协会
汽车代用燃料,工具
高职院校,科研院所
新能源汽车运用技术,技术
低速电动汽车,车型
应用型本科,工具
产业联盟,学协会
增程式电动车,车型
电机驱动器,技术
支撑电容,技术
功率开关器件,技术
发明专利,工具
高压电气系统,技术
混合电动力汽车(HEV),车型
控制技术,技术
传感器技术,技术
轻量化材料,技术
商业模式创新,工具
新兴产业技术创新,工具
中央补贴,工具
推进速度,目标
插电式混合动力客车,车型
形象工程,工具
需求预测,环节
绿色消费,环节
驱动系统,技术
铅酸蓄电池,技术
快速充电,技术
储能技术,技术
检测市场,环节
知识产权联盟,学协会
标准化技术委员会,学协会
市场调查公司,企业
汽车电子零部件,技术
斯特林发动机,技术
战略性贸易政策,工具
研发补贴,工具
外资投资,工具
永磁磁阻电机,技术
电池荷电状态(SOC),目标
库仑效率,目标
汽车空调系统,技术
电动涡旋压缩机,技术
电动压缩机,技术
动力型锂离子电池,技术
锂离子电池正极材料,技术
二次电池,技术
氢镍电池,技术
国际能源署,政府
技术路线图,工具
发展路线图,工具
电子控制技术,技术
发动机寿命,目标
绿色技术,技术
单体大容量固态聚合物动力锂电池,技术
